label,text
0,#reversediabetes now #diabetestreatment It is About Time We Detected All Types of Diabetes Earlier.
0,Here's something new to worry about: Air pollution from cars can cause diabetes through the inflammation pathway.
0,You have done well Had to give up cereal while pregnant had gestational diabetes and cereals always.
1,including my cousin who can no longer afford two Diabetes meds 1) Toujeo by  and 2) Houmalog.
0,#GrandTraverseCounty  #GratiotCounty  #HillsdaleCounty  #HoughtonCounty #HuronCounty  #InghamCounty  #IoniaCounty.
0,Diabetes Type 2 medicines not effective for young patients Exercise and diet changes recommended.
0,#SaturdayMorning  Keep #Insulin-Levels #Low and #Constant.
0,#KentCounty  #KeweenawCounty  #LakeCounty  #LapeerCounty#LeelanauCounty #LeelanauCounty  #LenaweeCounty.
0,#reversediabetes #diabetes #diabetescure It is About Time We Detected All Types of Diabetes Earlier.
0, Did you know that high blood sugar and diabetes symptoms are not caused by eating carbs or sugar.
0,#MarquetteCounty  #MasonCounty  #MecostaCounty  #MenomineeCounty #MidlandCounty  #MissaukeeCounty  #MonroeCounty.
0,Asking for donations in help please if retweet so this can spread Thank you everyone. 
0,#OceanaCounty  #OgemawCounty  #OntonagonCounty #OntonagonCounty#OscodaCounty  #OtsegoCounty  #OttawaCounty.
1,Walgreens calls cops on black man with diabetes for trying to buy product for insulin pump scarring.
0,#reversediabetes now It is About Time We Detected All Types of Diabetes Earlier.
0,#reversediabetes naturally  It is About Time We Detected All Types of Diabetes Earlier.
0,lowcarbdiabetic.
0, If your kitchen look like this you are on your way to diabetes.
0,Clinicalests olive leaf polyphenols for improve
0,#AL #AutaugaCounty #BaldwinCounty #BlountCounty #CalhounCounty#ChiltonCounty #CoffeeCounty #ColbertCounty.
0,diabetes ed includes poking oneself with needles in the fingers to demo for others then falling into the mud.
0,Asking for donations in help please if retweet so this can spread Thank you everyone. 
0,#MorganCounty #RussellCounty  #StClairCounty  #ShelbyCounty.
0, #TallapoosaCounty #TuscaloosaCounty  #WalkerCounty.
0,how to #reversediabetes videot It is About Time We Detected All Types of Diabetes Earlier #diabetes #diabetescure.
0, I read this abstract and my mind went to healthy diet including vegetables and whole grains.
0, #review new Whitney #Houston #doc #drops a #bombshell  #Film. 
1,Happy 70th birthday  as a mom of a child with Type 1 diabetes THANKYOU NHS I thank god everyday that we live.
0,#LafayetteCounty  #LamarCounty #LauderdaleCounty  #LeeCounty.
0,#LefloreCounty  #LincolnCounty  #LowndesCounty.
0, Here we go  NASH is a public health crisis.
0,Not snoozing in class nope not us Learning all about type 1 diabetes pass the popcorn.
0,Marvelous keep working to be great we both have the same illness and we will not let it stop us from being great.
1,My child diagnosed with Type 2 Diabetes.
0,Ajmer Delhi Shatabdi delayed by more than 3 years  Passengers not  served food even at 930 pm Senior Citizens.
1,HappyBirthdayNHS from all of us at JDRF  Thanks for all you do for those with type 1 diabetes #NHS70.
0,First continuous glucose monitoring system that includes a fully implantable glucose sensor that can be worn up to.
0,FDA expands approval of hybrid closed loop system for monitoring and delivering insulin to pediatric patients.
0, #Insulin4All.
1,Today the NHS turns 70 and we couldnot be prouder of the healthcare teams that do so much to support people living with diabetes. 
0,Air pollution linked to 3.2 million new diabetes diagnosis a year.
0, This tweet gave me diabetes.
0,Our Diabetes Care division is expanding it's Marketing team in Laval Be part of a company making a real difference.
1,Certified Diabetes Educator (must be RN) - Rochester NY.
1,#ThankYouNHS for all the gear I need to keep me alive and running well #NHS70 #type1diabetes #stash.
1, I had a patient during my Endo elective in third year who was there for a diabetes visit.
1,Thank you NHS for helping me to stay alive and relatively healthy for 63 years  You are brilliant  #T2D #CHD #NHS70.
0,Julie and Kevin our patient ambassador for the DWELL Diabetes and Well-being.
1,I have always done this 29years  and never thought anything of it #type1diabetes #type1 #diabeticrunner.
1,That feeling when you google the @texasroadhouse menu and find a carb list for your son with #type1diabetes #t1d.
1,#Type2Diabetes sufferers need to follow a strict diet to help lower blood sugar levels This can involve cutting out.
0,Diabetes Pro: Our Clinical Corner offers free CE opportunities amp; downloadable patient education handouts on #diabetes mgmt symptoms.
1, My husband had one too He died of complications to do with Type 1 Diabetes it makes me see red.
0,Loving me some Bear Fat #type2diabetes #ntp #mountainmannutrition #nutritionaltherapy #functionalnutritional.
0,Diabetes-related lower-extremity complications are a leading cause of the global burden of disability #WHO.
0, My 4000 word literature review on diabetes research was pretty kick-arse I must say (funnily enough I handed it in today.
